Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Cell Type Signatures,7,M39102,ZHONG PFC C3 ASTROCYTE,,-9.5,5.5,8.9,30337,389,296,21,7.1,1.5,1759|1952|1953|3665|4784|5802|7799|9612|9715|10458|11033|23030|26053|26960|55684|57648|57666|79805|116986|150726|494470,DNM1|CELSR2|MEGF6|IRF7|NFIX|PTPRS|PRDM2|NCOR2|FAM131B|BAIAP2|ADAP1|KDM4B|AUTS2|NBEA|RABL6|NHSL3|FBRSL1|VASH2|AGAP2|FBXO41|ARK2C,-7.5,DMRs
Cell Type Signatures,7,M39039,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 1,,-9.3,5.1,8.7,30337,440,296,22,7.4,1.5,1953|2022|2034|3983|5998|6196|7171|8140|8519|8553|10044|11156|23187|51090|54345|79026|79652|79661|79778|85379|134265|219699,MEGF6|ENG|EPAS1|ABLIM1|RGS3|RPS6KA2|TPM4|SLC7A5|IFITM1|BHLHE40|SH2D3C|PTP4A3|PHLDB1|PLLP|SOX18|AHNAK|TMEM204|NEIL1|MICALL2|KIAA1671|AFAP1L1|UNC5B,-7.4,DMRs
DisGeNET,35,C0428883,Diastolic blood pressure,,-8.9,4.6,8.2,30337,507,296,23,7.8,1.6,1952|3200|4773|5493|5578|5581|5799|9612|9828|9902|22905|23327|26053|26153|51312|51422|54897|57553|63976|64359|80790|89796|445815,CELSR2|HOXA3|NFATC2|PPL|PRKCA|PRKCE|PTPRN2|NCOR2|ARHGEF17|MRC2|EPN2|NEDD4L|AUTS2|KIF26A|SLC25A37|PRKAG2|CASZ1|MICAL3|PRDM16|NXN|CMIP|NAV1|PALM2AKAP2,-7,DMRs
DisGeNET,35,C0014772,Red Blood Cell Count measurement,,-7.9,3.7,7.3,30337,717,296,26,8.8,1.6,2034|2621|4773|4774|4784|5581|5725|5771|5998|6886|8019|9922|22904|23254|25862|26053|51312|51422|57597|57666|63976|79058|92922|114818|161882|101928784,EPAS1|GAS6|NFATC2|NFIA|NFIX|PRKCE|PTBP1|PTPN2|RGS3|TAL1|BRD3|IQSEC1|SBNO2|KAZN|USP49|AUTS2|SLC25A37|PRKAG2|BAHCC1|FBRSL1|PRDM16|ASPSCR1|CCDC102A|KLHL29|ZFPM1|RORA-AS1,-6.1,DMRs
Transcription Factor Targets,16,M30159,SIX1 TARGET GENES,,-7.4,4.9,7.6,30337,376,296,18,6.1,1.4,218|1298|1305|1999|2052|2817|5581|5725|8519|10801|23136|51422|55620|56937|64359|153090|285095|100130449,ALDH3A1|COL9A2|COL13A1|ELF3|EPHX1|GPC1|PRKCE|PTBP1|IFITM1|SEPTIN9|EPB41L3|PRKAG2|STAP2|PMEPA1|NXN|DAB2IP|FAM240C|GPC1-AS1,-5.6,DMRs
COVID,200,COVID032,RNA_Liao_BALF-severe_Up,,-7.3,5.5,7.7,30337,300,296,16,5.4,1.3,639|1572|1999|2621|3665|3983|5154|5493|8140|8291|8519|11187|65249|84069|85379|445815,PRDM1|CYP2F1|ELF3|GAS6|IRF7|ABLIM1|PDGFA|PPL|SLC7A5|DYSF|IFITM1|PKP3|ZSWIM4|PLEKHN1|KIAA1671|PALM2AKAP2,-5.5,DMRs
Transcription Factor Targets,16,M8280,NFAT Q4 01,,-7.2,5.8,7.8,30337,267,296,15,5.1,1.3,639|2672|3200|3339|3985|5998|8553|9536|11187|23327|26053|51477|55182|55684|374655,PRDM1|GFI1|HOXA3|HSPG2|LIMK2|RGS3|BHLHE40|PTGES|PKP3|NEDD4L|AUTS2|ISYNA1|RNF220|RABL6|ZNF710,-5.4,DMRs
Cell Type Signatures,7,M40158,DESCARTES FETAL CEREBELLUM VASCULAR ENDOTHELIAL CELLS,,-7.1,3.7,6.9,30337,632,296,23,7.8,1.6,218|864|1969|2022|2034|3090|3339|5998|8140|8519|8553|10044|11156|26153|26468|53637|54345|79026|79652|92922|134265|219699|348645,ALDH3A1|RUNX3|EPHA2|ENG|EPAS1|HIC1|HSPG2|RGS3|SLC7A5|IFITM1|BHLHE40|SH2D3C|PTP4A3|KIF26A|LHX6|S1PR5|SOX18|AHNAK|TMEM204|CCDC102A|AFAP1L1|UNC5B|MIR3667HG,-5.3,DMRs
Transcription Factor Targets,16,M30246,ZFP3 TARGET GENES,,-7,4.9,7.4,30337,355,296,17,5.7,1.4,1305|1523|2049|2314|3090|5771|5802|6452|7171|9745|23526|51312|51477|57224|80790|81873|116988,COL13A1|CUX1|EPHB3|FLII|HIC1|PTPN2|PTPRS|SH3BP2|TPM4|ZNF536|ARHGAP45|SLC25A37|ISYNA1|NHSL1|CMIP|ARPC5L|AGAP3,-5.3,DMRs
DisGeNET,35,C0278876,Adult Medulloblastoma,,-6.8,3.4,6.6,30337,762,296,25,8.4,1.6,240|1298|1523|1788|2034|2052|2672|2956|3090|3202|5293|5595|5605|7078|7161|7465|7799|8019|8140|23030|51343|55388|153090|219699|374569,ALOX5|COL9A2|CUX1|DNMT3A|EPAS1|EPHX1|GFI1|MSH6|HIC1|HOXA5|PIK3CD|MAPK3|MAP2K2|TIMP3|TP73|WEE1|PRDM2|BRD3|SLC7A5|KDM4B|FZR1|MCM10|DAB2IP|UNC5B|ASPG,-5.1,DMRs
Transcription Factor Targets,16,M7691,CATTGTYY SOX9 B1,,-6.8,4.7,7.2,30337,368,296,17,5.7,1.4,639|3200|3339|4155|4330|5595|7171|7465|10801|26468|64359|65244|89796|90427|146664|153090|374655,PRDM1|HOXA3|HSPG2|MBP|MN1|MAPK3|TPM4|WEE1|SEPTIN9|LHX6|NXN|SPATS2|NAV1|BMF|MGAT5B|DAB2IP|ZNF710,-5.1,DMRs
DisGeNET,35,C0278510,Childhood Medulloblastoma,,-6.7,3.3,6.5,30337,771,296,25,8.4,1.6,240|1298|1523|1788|2034|2052|2672|2956|3090|3202|5293|5595|5605|7078|7161|7465|7799|8019|8140|23030|51343|55388|153090|219699|374569,ALOX5|COL9A2|CUX1|DNMT3A|EPAS1|EPHX1|GFI1|MSH6|HIC1|HOXA5|PIK3CD|MAPK3|MAP2K2|TIMP3|TP73|WEE1|PRDM2|BRD3|SLC7A5|KDM4B|FZR1|MCM10|DAB2IP|UNC5B|ASPG,-5,DMRs
Cell Type Signatures,7,M39111,AIZARANI LIVER C7 EPCAM POS BILE DUCT CELLS 2,,-6.6,6.1,7.5,30337,219,296,13,4.4,1.2,1969|1999|3983|4782|5909|6649|7171|7465|23327|23654|56937|57648|647024,EPHA2|ELF3|ABLIM1|NFIC|RAP1GAP|SOD3|TPM4|WEE1|NEDD4L|PLXNB2|PMEPA1|NHSL3|C6orf132,-4.9,DMRs
DisGeNET,35,C0042834,Vital capacity,,-6.5,4.3,6.8,30337,430,296,18,6.1,1.4,832|3090|3200|3202|4053|9612|9902|10801|26053|54897|57553|79058|90427|116988|134265|219699|256364|284207,CAPZB|HIC1|HOXA3|HOXA5|LTBP2|NCOR2|MRC2|SEPTIN9|AUTS2|CASZ1|MICAL3|ASPSCR1|BMF|AGAP3|AFAP1L1|UNC5B|EML3|METRNL,-4.9,DMRs
Cell Type Signatures,7,M39175,MURARO PANCREAS MESENCHYMAL STROMAL CELL,,-6.5,3.5,6.5,30337,680,296,23,7.8,1.6,639|832|2034|3090|4053|4782|7078|7171|8519|8553|9516|9536|9828|9902|10160|23180|23187|56937|79026|79652|84627|89796|219699,PRDM1|CAPZB|EPAS1|HIC1|LTBP2|NFIC|TIMP3|TPM4|IFITM1|BHLHE40|LITAF|PTGES|ARHGEF17|MRC2|FARP1|RFTN1|PHLDB1|PMEPA1|AHNAK|TMEM204|ZNF469|NAV1|UNC5B,-4.9,DMRs
Cell Type Signatures,7,M41659,TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 1 CELL,,-6.4,4.5,6.8,30337,391,296,17,5.7,1.4,1312|1523|2621|3339|3983|5154|5209|5590|7078|7171|23136|23327|51090|54453|57224|64359|79026,COMT|CUX1|GAS6|HSPG2|ABLIM1|PDGFA|PFKFB3|PRKCZ|TIMP3|TPM4|EPB41L3|NEDD4L|PLLP|RIN2|NHSL1|NXN|AHNAK,-4.8,DMRs
Cell Type Signatures,7,M39104,ZHONG PFC C3 MICROGLIA,,-6.4,4,6.6,30337,488,296,19,6.4,1.4,1759|1952|2817|3983|4774|4784|5361|10458|11156|11332|23030|26960|55182|57593|79058|89796|116988|153090|494470,DNM1|CELSR2|GPC1|ABLIM1|NFIA|NFIX|PLXNA1|BAIAP2|PTP4A3|ACOT7|KDM4B|NBEA|RNF220|EBF4|ASPSCR1|NAV1|AGAP3|DAB2IP|ARK2C,-4.7,DMRs
COVID,200,COVID022,RNA_Keller_B-cells-CD21pos_infection_Up,,-6.3,5.3,7.1,30337,269,296,14,4.7,1.2,379|2049|2621|3090|8291|11033|11156|23654|53637|55620|63976|116988|284207|339983,ARL4D|EPHB3|GAS6|HIC1|DYSF|ADAP1|PTP4A3|PLXNB2|S1PR5|STAP2|PRDM16|AGAP3|METRNL|NAT8L,-4.7,DMRs
Cell Type Signatures,7,M39122,AIZARANI LIVER C21 STELLATE CELLS 1,,-6.3,6.3,7.4,30337,194,296,12,4.1,1.1,2022|2034|4035|4774|4784|6586|6649|7078|7171|23254|79652|119587,ENG|EPAS1|LRP1|NFIA|NFIX|SLIT3|SOD3|TIMP3|TPM4|KAZN|TMEM204|CPXM2,-4.6,DMRs
Cell Type Signatures,7,M40167,DESCARTES FETAL CEREBRUM VASCULAR ENDOTHELIAL CELLS,,-5.8,3.5,6.1,30337,585,296,20,6.8,1.5,218|864|1953|1969|2034|3090|5998|8140|8291|8519|10044|26153|53637|54345|55620|79026|79652|134265|219699|256364,ALDH3A1|RUNX3|MEGF6|EPHA2|EPAS1|HIC1|RGS3|SLC7A5|DYSF|IFITM1|SH2D3C|KIF26A|S1PR5|SOX18|STAP2|AHNAK|TMEM204|AFAP1L1|UNC5B|EML3,-4.2,DMRs
Cell Type Signatures,7,M41694,TRAVAGLINI LUNG PLASMACYTOID DENDRITIC CELL,,-5.8,8.3,7.7,30337,111,296,9,3,1,1969|2621|5802|8140|56937|79805|90427|148641|201305,EPHA2|GAS6|PTPRS|SLC7A5|PMEPA1|VASH2|BMF|SLC35F3|SPNS3,-4.2,DMRs
DisGeNET,35,C0079772,T-Cell Lymphoma,,-5.8,3.8,6.2,30337,485,296,18,6.1,1.4,639|864|1788|2956|3559|4035|4772|5133|5293|5771|6886|7161|9825|10801|23136|51477|54897|374569,PRDM1|RUNX3|DNMT3A|MSH6|IL2RA|LRP1|NFATC1|PDCD1|PIK3CD|PTPN2|TAL1|TP73|SPATA2|SEPTIN9|EPB41L3|ISYNA1|CASZ1|ASPG,-4.2,DMRs
COVID,200,COVID057,Phosphoproteome_Bouhaddou_Vero_E6_12h_Down,,-5.8,4.8,6.5,30337,300,296,14,4.7,1.2,7799|9612|10458|23051|23187|23327|23352|26053|57186|57553|58513|79026|89796|152877,PRDM2|NCOR2|BAIAP2|ZHX3|PHLDB1|NEDD4L|UBR4|AUTS2|RALGAPA2|MICAL3|EPS15L1|AHNAK|NAV1|FAM53A,-4.2,DMRs
DisGeNET,35,C1261502,Finding of Mean Corpuscular Hemoglobin,,-5.7,3.3,5.9,30337,653,296,21,7.1,1.5,240|1269|4298|4330|4784|5493|6886|8019|8140|22904|25862|26053|51130|51312|57666|63976|84875|92922|114818|161882|345274,ALOX5|CNR2|MLLT1|MN1|NFIX|PPL|TAL1|BRD3|SLC7A5|SBNO2|USP49|AUTS2|ASB3|SLC25A37|FBRSL1|PRDM16|PARP10|CCDC102A|KLHL29|ZFPM1|SLC10A6,-4.1,DMRs
DisGeNET,35,C1302401,Adenoma of large intestine,,-5.6,3.9,6.1,30337,452,296,17,5.7,1.4,240|864|1434|2052|2956|3090|4035|5209|6586|8519|9536|9963|10801|64359|116988|143187|100996485,ALOX5|RUNX3|CSE1L|EPHX1|MSH6|HIC1|LRP1|PFKFB3|SLIT3|IFITM1|PTGES|SLC23A1|SEPTIN9|NXN|AGAP3|VTI1A|PITX1-AS1,-4,DMRs
Cell Type Signatures,7,M41700,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-5.5,3.1,5.7,30337,726,296,22,7.4,1.5,1523|2022|2034|3665|3985|5209|5771|6452|6533|7171|8140|8291|9516|9612|10043|22904|23136|23352|51312|54453|56937|284207,CUX1|ENG|EPAS1|IRF7|LIMK2|PFKFB3|PTPN2|SH3BP2|SLC6A6|TPM4|SLC7A5|DYSF|LITAF|NCOR2|TOM1|SBNO2|EPB41L3|UBR4|SLC25A37|RIN2|PMEPA1|METRNL,-3.9,DMRs
Cell Type Signatures,7,M39176,MURARO PANCREAS ENDOTHELIAL CELL,,-5.5,4.2,6.2,30337,362,296,15,5.1,1.3,639|1305|2034|3216|4298|5154|8519|10044|54345|56937|57153|79652|134265|153090|219699,PRDM1|COL13A1|EPAS1|HOXB6|MLLT1|PDGFA|IFITM1|SH2D3C|SOX18|PMEPA1|SLC44A2|TMEM204|AFAP1L1|DAB2IP|UNC5B,-3.9,DMRs
DisGeNET,35,C2973725,Pulmonary arterial hypertension,,-5.4,4,6,30337,413,296,16,5.4,1.3,2022|2034|3339|4035|4773|4784|5023|5209|5293|5578|5595|5725|6649|9469|11332|22904,ENG|EPAS1|HSPG2|LRP1|NFATC2|NFIX|P2RX1|PFKFB3|PIK3CD|PRKCA|MAPK3|PTBP1|SOD3|CHST3|ACOT7|SBNO2,-3.9,DMRs
Transcription Factor Targets,16,M30316,ZNF410 TARGET GENES,,-5.4,3.3,5.7,30337,623,296,20,6.8,1.5,2548|4784|5209|5581|5725|6533|6886|7171|8224|8519|9612|9828|10043|22904|26147|55182|57597|80790|90427|399693,GAA|NFIX|PFKFB3|PRKCE|PTBP1|SLC6A6|TAL1|TPM4|SYN3|IFITM1|NCOR2|ARHGEF17|TOM1|SBNO2|PHF19|RNF220|BAHCC1|CMIP|BMF|CCDC187,-3.9,DMRs
Cell Type Signatures,7,M39224,LAKE ADULT KIDNEY C5 PROXIMAL TUBULE EPITHELIAL CELLS STRESS INFLAM,,-5.4,3.9,6,30337,417,296,16,5.4,1.3,1523|1759|4782|4784|5581|6586|23051|51084|51422|54453|55182|79058|84875|85379|284422|100874185,CUX1|DNM1|NFIC|NFIX|PRKCE|SLIT3|ZHX3|CRYL1|PRKAG2|RIN2|RNF220|ASPSCR1|PARP10|KIAA1671|SMIM24|FRMD6-AS2,-3.8,DMRs
DisGeNET,35,C0023508,White Blood Cell Count procedure,,-5.4,3.2,5.7,30337,681,296,21,7.1,1.5,240|864|1788|3200|3559|4782|5293|5581|5605|6886|22821|22904|23030|26053|54897|57553|58513|80790|161882|201176|445815,ALOX5|RUNX3|DNMT3A|HOXA3|IL2RA|NFIC|PIK3CD|PRKCE|MAP2K2|TAL1|RASA3|SBNO2|KDM4B|AUTS2|CASZ1|MICAL3|EPS15L1|CMIP|ZFPM1|ARHGAP27|PALM2AKAP2,-3.8,DMRs
DisGeNET,35,C0027832,Neurofibromatosis 2,,-5.3,7.3,7,30337,127,296,9,3,1,1788|2022|3985|4330|5293|5605|7078|23136|51411,DNMT3A|ENG|LIMK2|MN1|PIK3CD|MAP2K2|TIMP3|EPB41L3|BIN2,-3.8,DMRs
Transcription Factor Targets,16,M30115,PCGF1 TARGET GENES,,-5.1,3.4,5.6,30337,546,296,18,6.1,1.4,1487|1759|2052|2548|4772|5909|6886|8553|10458|26147|51422|51477|54897|55620|57585|57666|79026|84875,CTBP1|DNM1|EPHX1|GAA|NFATC1|RAP1GAP|TAL1|BHLHE40|BAIAP2|PHF19|PRKAG2|ISYNA1|CASZ1|STAP2|CRAMP1|FBRSL1|AHNAK|PARP10,-3.6,DMRs
DisGeNET,35,C0017185,Gastrointestinal Neoplasms,,-4.9,5.6,6.2,30337,182,296,10,3.4,1.1,864|2314|2956|3090|5133|5293|7161|9620|9825|11187,RUNX3|FLII|MSH6|HIC1|PDCD1|PIK3CD|TP73|CELSR1|SPATA2|PKP3,-3.4,DMRs
Cell Type Signatures,7,M39114,AIZARANI LIVER C10 MVECS 1,,-4.8,4.6,5.8,30337,269,296,12,4.1,1.1,2022|2034|2621|4774|6196|7078|7171|8291|8553|10044|54345|79652,ENG|EPAS1|GAS6|NFIA|RPS6KA2|TIMP3|TPM4|DYSF|BHLHE40|SH2D3C|SOX18|TMEM204,-3.3,DMRs
DisGeNET,35,C1134719,Invasive Ductal Breast Carcinoma,,-4.8,3.7,5.5,30337,414,296,15,5.1,1.3,864|1487|3090|5133|5293|5578|5590|5753|7078|7171|9825|9902|23396|54345|406984,RUNX3|CTBP1|HIC1|PDCD1|PIK3CD|PRKCA|PRKCZ|PTK6|TIMP3|TPM4|SPATA2|MRC2|PIP5K1C|SOX18|MIR200B,-3.3,DMRs
Cell Type Signatures,7,M39018,FAN EMBRYONIC CTX BIG GROUPS BRAIN ENDOTHELIAL,,-4.8,3.9,5.6,30337,365,296,14,4.7,1.2,2022|2034|3983|5998|7078|7171|8140|8519|8553|10044|51477|56937|79652|219699,ENG|EPAS1|ABLIM1|RGS3|TIMP3|TPM4|SLC7A5|IFITM1|BHLHE40|SH2D3C|ISYNA1|PMEPA1|TMEM204|UNC5B,-3.3,DMRs
DisGeNET,35,C0016529,Forced expiratory volume function,,-4.8,4.5,5.8,30337,272,296,12,4.1,1.1,3200|3202|3955|4330|9828|57553|79026|79058|84256|134265|256364|100996485,HOXA3|HOXA5|LFNG|MN1|ARHGEF17|MICAL3|AHNAK|ASPSCR1|FLYWCH1|AFAP1L1|EML3|PITX1-AS1,-3.3,DMRs
DisGeNET,35,C1856765,Irregular dentition,,-4.7,51,12,30337,6,296,3,1,0.58,4784|8642|54453,NFIX|DCHS1|RIN2,-3.3,DMRs
Transcription Factor Targets,16,M30025,IGLV5 37 TARGET GENES,,-4.7,3.1,5.2,30337,636,296,19,6.4,1.4,1298|1305|3955|4330|4772|5133|5581|5909|7161|9620|23654|26102|26468|57597|79026|85452|116988|153090|399693,COL9A2|COL13A1|LFNG|MN1|NFATC1|PDCD1|PRKCE|RAP1GAP|TP73|CELSR1|PLXNB2|DKFZP434A062|LHX6|BAHCC1|AHNAK|CFAP74|AGAP3|DAB2IP|CCDC187,-3.3,DMRs
DisGeNET,35,C0002726,Amyloidosis,,-4.7,3,5.2,30337,694,296,20,6.8,1.5,240|1269|1434|1759|1788|2621|3339|4035|4155|4774|4782|4784|5293|5578|5595|8291|10043|10044|90427|153090,ALOX5|CNR2|CSE1L|DNM1|DNMT3A|GAS6|HSPG2|LRP1|MBP|NFIA|NFIC|NFIX|PIK3CD|PRKCA|MAPK3|DYSF|TOM1|SH2D3C|BMF|DAB2IP,-3.3,DMRs
Cell Type Signatures,7,M39321,CUI DEVELOPING HEART VASCULAR ENDOTHELIAL CELL,,-4.7,5.3,6,30337,193,296,10,3.4,1.1,1953|2621|4053|4784|8553|9902|79661|113146|119587|284207,MEGF6|GAS6|LTBP2|NFIX|BHLHE40|MRC2|NEIL1|AHNAK2|CPXM2|METRNL,-3.2,DMRs
DisGeNET,35,C0751214,"Hyperalgesia, Thermal",,-4.7,6,6.2,30337,154,296,9,3,1,240|1269|1312|1788|5023|5581|5590|5595|9536,ALOX5|CNR2|COMT|DNMT3A|P2RX1|PRKCE|PRKCZ|MAPK3|PTGES,-3.2,DMRs
DisGeNET,35,C0751212,"Hyperalgesia, Secondary",,-4.6,8.2,6.7,30337,88,296,7,2.4,0.88,240|1269|1312|5578|5581|5590|5595,ALOX5|CNR2|COMT|PRKCA|PRKCE|PRKCZ|MAPK3,-3.1,DMRs
Cell Type Signatures,7,M39236,LAKE ADULT KIDNEY C17 COLLECTING SYSTEM PCS STRESSED DISSOC SUBSET,,-4.6,4.7,5.7,30337,240,296,11,3.7,1.1,1999|3983|5209|5578|5581|7078|7171|23327|51422|79026|114781,ELF3|ABLIM1|PFKFB3|PRKCA|PRKCE|TIMP3|TPM4|NEDD4L|PRKAG2|AHNAK|BTBD9,-3.1,DMRs
DisGeNET,35,C0152171,Idiopathic pulmonary hypertension,,-4.5,5.7,6,30337,161,296,9,3,1,240|1487|2022|2034|3202|4035|5154|5595|6649,ALOX5|CTBP1|ENG|EPAS1|HOXA5|LRP1|PDGFA|MAPK3|SOD3,-3.1,DMRs
DisGeNET,35,C0200638,Eosinophil count procedure,,-4.4,3,5,30337,610,296,18,6.1,1.4,864|1269|1523|3559|3985|4773|4782|5771|8019|9612|10636|22904|54965|57597|58513|80305|80790|161882,RUNX3|CNR2|CUX1|IL2RA|LIMK2|NFATC2|NFIC|PTPN2|BRD3|NCOR2|RGS14|SBNO2|PIGX|BAHCC1|EPS15L1|TRABD|CMIP|ZFPM1,-3,DMRs
DisGeNET,35,C0150055,Chronic pain,,-4.4,5,5.7,30337,207,296,10,3.4,1.1,1269|1312|1788|5023|5293|5578|5581|9536|11332|23396,CNR2|COMT|DNMT3A|P2RX1|PIK3CD|PRKCA|PRKCE|PTGES|ACOT7|PIP5K1C,-3,DMRs
Cell Type Signatures,7,M40220,DESCARTES FETAL KIDNEY URETERIC BUD CELLS,,-4.4,4.1,5.4,30337,300,296,12,4.1,1.1,1999|5493|5753|7022|11187|63976|84069|119587|406984|440556|647024|100130449,ELF3|PPL|PTK6|TFAP2C|PKP3|PRDM16|PLEKHN1|CPXM2|MIR200B|PRDM16-DT|C6orf132|GPC1-AS1,-2.9,DMRs
DisGeNET,35,C4528257,Corpuscular Hemoglobin Concentration Mean,,-4.3,3.6,5.2,30337,401,296,14,4.7,1.2,240|1677|5581|6650|6886|8224|9612|9828|9830|25862|51090|51312|51422|201176,ALOX5|DFFB|PRKCE|CAPN15|TAL1|SYN3|NCOR2|ARHGEF17|TRIM14|USP49|PLLP|SLC25A37|PRKAG2|ARHGAP27,-2.9,DMRs
DisGeNET,35,C0429097,QRS complex feature,,-4.3,12,7.3,30337,41,296,5,1.7,0.75,4774|5578|9516|63976|143187,NFIA|PRKCA|LITAF|PRDM16|VTI1A,-2.9,DMRs
Cell Type Signatures,7,M39040,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 2,,-4.3,4.1,5.3,30337,303,296,12,4.1,1.1,2034|7078|7171|8519|9828|10044|10160|22905|23180|51477|79652|219699,EPAS1|TIMP3|TPM4|IFITM1|ARHGEF17|SH2D3C|FARP1|EPN2|RFTN1|ISYNA1|TMEM204|UNC5B,-2.9,DMRs
Cell Type Signatures,7,M40010,BUSSLINGER GASTRIC ISTHMUS CELLS,,-4.3,3.4,5,30337,458,296,15,5.1,1.3,218|832|1999|3955|3983|4782|5595|5725|7171|8553|11187|51090|57153|57648|79026,ALDH3A1|CAPZB|ELF3|LFNG|ABLIM1|NFIC|MAPK3|PTBP1|TPM4|BHLHE40|PKP3|PLLP|SLC44A2|NHSL3|AHNAK,-2.9,DMRs
DisGeNET,35,C0026034,Microstomia,,-4.3,5.4,5.7,30337,172,296,9,3,1,1312|3339|4774|4784|8642|9469|10801|26053|63976,COMT|HSPG2|NFIA|NFIX|DCHS1|CHST3|SEPTIN9|AUTS2|PRDM16,-2.9,DMRs
DisGeNET,35,C2931852,Clear-cell metastatic renal cell carcinoma,,-4.3,4.3,5.4,30337,260,296,11,3.7,1.1,1523|1788|1969|2034|5133|5581|5595|8140|8291|23051|119391,CUX1|DNMT3A|EPHA2|EPAS1|PDCD1|PRKCE|MAPK3|SLC7A5|DYSF|ZHX3|GSTO2,-2.8,DMRs
DisGeNET,35,C0025286,Meningioma,,-4.2,2.9,4.8,30337,634,296,18,6.1,1.4,240|435|864|2022|2034|3200|4053|4330|5133|5154|5293|5595|5725|6649|7078|7161|7799|23136,ALOX5|ASL|RUNX3|ENG|EPAS1|HOXA3|LTBP2|MN1|PDCD1|PDGFA|PIK3CD|MAPK3|PTBP1|SOD3|TIMP3|TP73|PRDM2|EPB41L3,-2.8,DMRs
Cell Type Signatures,7,M39037,FAN EMBRYONIC CTX OLIG,,-4.2,2.7,4.7,30337,754,296,20,6.8,1.5,2621|3632|4155|5998|6196|7799|9612|9715|9745|9825|11033|22821|23136|23187|51090|53637|55182|58504|219699|389337,GAS6|INPP5A|MBP|RGS3|RPS6KA2|PRDM2|NCOR2|FAM131B|ZNF536|SPATA2|ADAP1|RASA3|EPB41L3|PHLDB1|PLLP|S1PR5|RNF220|ARHGAP22|UNC5B|ARHGEF37,-2.8,DMRs
Transcription Factor Targets,16,M15349,DBP Q6,,-4.2,4.3,5.3,30337,265,296,11,3.7,1.1,2672|3200|4330|4774|4784|8642|22997|23369|26053|79778|153090,GFI1|HOXA3|MN1|NFIA|NFIX|DCHS1|IGSF9B|PUM2|AUTS2|MICALL2|DAB2IP,-2.8,DMRs
Transcription Factor Targets,16,M9376,AP1 Q2,,-4.2,4.3,5.3,30337,265,296,11,3.7,1.1,639|1759|1969|3200|5595|8642|10160|10458|51252|79990|256364,PRDM1|DNM1|EPHA2|HOXA3|MAPK3|DCHS1|FARP1|BAIAP2|FAM178B|PLEKHH3|EML3,-2.8,DMRs
DisGeNET,35,C4551686,Malignant neoplasm of soft tissue,,-4.2,2.8,4.7,30337,699,296,19,6.4,1.4,1298|1523|2034|2314|2621|2956|3090|4772|4773|5133|5154|5293|5595|7171|7465|9825|51477|79058|134265,COL9A2|CUX1|EPAS1|FLII|GAS6|MSH6|HIC1|NFATC1|NFATC2|PDCD1|PDGFA|PIK3CD|MAPK3|TPM4|WEE1|SPATA2|ISYNA1|ASPSCR1|AFAP1L1,-2.8,DMRs
DisGeNET,35,C0027796,Neuralgia,,-4.1,2.7,4.7,30337,766,296,20,6.8,1.5,864|1269|1312|1788|2052|3339|4035|4155|4772|5023|5293|5578|5595|5605|7078|9469|51343|54897|219699|406984,RUNX3|CNR2|COMT|DNMT3A|EPHX1|HSPG2|LRP1|MBP|NFATC1|P2RX1|PIK3CD|PRKCA|MAPK3|MAP2K2|TIMP3|CHST3|FZR1|CASZ1|UNC5B|MIR200B,-2.7,DMRs
DisGeNET,35,C0021704,Intelligence,,-4.1,2.9,4.7,30337,645,296,18,6.1,1.4,1434|1523|4784|5799|8019|8291|9745|9902|10160|10458|11078|22905|22997|26053|64375|64506|89796|150726,CSE1L|CUX1|NFIX|PTPRN2|BRD3|DYSF|ZNF536|MRC2|FARP1|BAIAP2|TRIOBP|EPN2|IGSF9B|AUTS2|IKZF4|CPEB1|NAV1|FBXO41,-2.7,DMRs
Transcription Factor Targets,16,M18169,YATGNWAAT OCT C,,-4.1,3.6,5,30337,367,296,13,4.4,1.2,639|1523|1952|2049|3200|3202|3216|4774|7022|10801|22859|26468|55229,PRDM1|CUX1|CELSR2|EPHB3|HOXA3|HOXA5|HOXB6|NFIA|TFAP2C|SEPTIN9|ADGRL1|LHX6|PANK4,-2.7,DMRs
DisGeNET,35,C3203102,Idiopathic pulmonary arterial hypertension,,-4.1,2.6,4.6,30337,776,296,20,6.8,1.5,240|1487|2022|2034|3202|3339|4035|4773|4784|5023|5154|5209|5293|5595|5725|6586|6649|9469|11332|22904,ALOX5|CTBP1|ENG|EPAS1|HOXA5|HSPG2|LRP1|NFATC2|NFIX|P2RX1|PDGFA|PFKFB3|PIK3CD|MAPK3|PTBP1|SLIT3|SOD3|CHST3|ACOT7|SBNO2,-2.7,DMRs
