Symbol	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
MIR4803	0	0	0	0	0	0	0	0	0	0	0
MIR4689	0	0	0	0	0	0	0	0	0	0	0
MIR4688	0	0	0	0	0	0	0	0	0	0	0
MIR3688-1	0	0	0	0	0	0	0	0	0	0	0
MIR4733HG	26	16	8	26	23	35	26	40	43	73	35
MIR4300	0	0	0	0	0	0	0	0	0	0	0
RN7SL784P	0	0	0	0	0	0	0	2	0	0	0
MIR3180-4	0	0	0	0	0	0	0	0	0	0	0
MIR4795	0	0	0	0	0	0	0	0	0	0	0
SCML2P1	0	0	0	0	0	0	0	0	0	0	0
RN7SL713P	0	0	0	2	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0	0	0	0
MIR3667	0	0	0	0	0	0	0	0	0	2	0
MIR3928	0	0	0	0	0	0	0	0	0	0	0
MIR3127	0	0	0	0	0	0	0	0	0	0	0
MIR4670	0	0	0	0	0	0	0	0	0	0	0
MIR4762	0	0	0	0	10	0	4	0	0	0	0
MIR3689B	0	0	0	0	0	0	0	0	0	0	0
MTND1P15	0	0	0	0	0	1	0	0	0	0	0
RN7SL665P	0	0	0	0	0	0	0	0	0	0	0
MIR4305	0	0	0	0	0	1	0	0	0	0	0
PDLIM1P3	0	0	0	0	0	0	0	0	0	0	0
MIR3189	3	2	12	0	0	0	1	0	2	2	0
MAGOH2P	35	10	0	11	31	4	13	39	8	12	12
SNRPCP4	0	2	0	0	0	0	0	0	0	0	0
AIDAP3	0	0	0	0	0	0	0	0	0	0	0
RN7SL117P	0	0	0	0	0	0	0	0	0	0	0
MIR4693	0	0	0	0	0	0	0	0	0	0	0
MIR4701	0	0	0	0	0	0	0	0	0	0	0
AGAP7P	22	12	24	187	6	10	21	302	2	10	3
MIR4716	0	0	0	0	0	0	0	0	0	0	0
MIR4492	0	0	0	0	0	0	0	0	0	0	0
RPL35AP23	2	0	0	0	0	2	0	0	0	0	0
MIR3168	0	0	10	0	2	0	0	0	0	0	0
RNU4ATAC	16	24	6	16	6	4	8	8	12	6	6
ANXA8L1	626	838	360	492	689	422	12	162	570	196	123
LINC01916	0	0	0	0	0	0	0	0	0	0	0
MIR4456	0	0	0	0	0	0	0	0	0	0	0
MYL12-AS1	12	0	1	5	15	12	15	16	12	8	10
CPDP1	0	0	0	0	0	0	0	0	0	0	0
ZNF407-AS1	695	623	182	500	608	570	670	1415	998	321	999
MIR3912	0	0	0	0	0	0	0	0	0	0	0
RN7SL835P	0	2	0	0	6	0	0	0	0	0	0
RN7SL819P	0	0	0	0	0	0	0	0	0	0	0
KIR3DP1	0	0	0	0	0	0	0	0	0	0	0
LINC01893	0	0	0	0	0	0	0	0	0	0	0
LINC01925	0	0	0	0	0	0	0	0	0	0	0
MIR4322	0	0	0	0	0	0	0	0	0	0	0
MIR4767	0	0	0	0	0	0	0	0	0	0	0
DYM-AS1	39	12	2	13	77	13	10	20	50	194	6
SAP30BP-AS1	2	0	12	1	0	4	0	0	0	0	0
RN7SL488P	0	0	0	0	0	0	0	0	0	0	0
MIR4799	0	0	0	6	0	0	0	0	0	0	0
RN7SL753P	0	0	0	0	0	0	0	0	0	0	0
ZNF236-DT	22	26	37	19	25	23	6	27	34	118	54
MIR4786	0	0	0	0	0	0	0	1	2	0	0
MIR2467	0	0	0	0	0	0	0	0	0	0	0
RN7SL657P	0	0	0	0	0	0	0	0	0	0	0
SNORD55	0	0	0	0	0	0	0	0	0	0	0
MIR3922	0	0	0	0	0	0	0	0	0	0	0
MIR4433B	0	0	0	0	0	0	0	0	0	0	0
LINC01444	0	0	0	0	0	0	0	0	0	0	0
MIR4694	0	0	0	0	0	0	0	0	0	0	0
MIX23P1	2	2	0	2	0	0	0	0	0	0	2
RN7SL644P	0	0	0	0	0	0	0	0	0	0	0
MIR548AT	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P11	0	0	0	0	0	0	0	0	0	0	0
MTCO3P13	0	0	0	0	0	2	0	0	0	0	0
RN7SL154P	0	0	0	0	4	0	0	0	2	4	0
MIR4801	0	0	0	0	0	0	0	0	0	0	0
RN7SL448P	0	16	2	2	12	0	0	12	8	2	9
MIR5186	0	0	0	0	0	1	0	0	0	1	4
MIR3660	0	1	0	0	1	0	0	3	0	0	0
NOTCH2NLA	8	2	6	4	0	4	0	2	0	1	0
LINC01894	0	0	0	0	0	0	0	0	0	0	0
SNORA77B	0	0	0	0	0	0	0	0	0	0	0
MIR4258	0	1	0	0	0	0	1	0	0	0	0
SNRPGP2	346	146	62	124	162	142	152	374	206	266	234
RN7SL602P	0	0	0	0	0	0	0	1	0	0	2
MIR3134	6	0	2	0	0	0	0	0	0	0	0
MIR4648	0	0	1	1	0	0	0	0	0	0	1
MIR3122	0	0	0	0	0	0	0	0	0	0	0
NEK4P2	0	0	0	0	0	0	0	0	0	0	0
DYNLL2	4438	2140	1602	3708	4159	4712	2792	4769	4544	6429	3013
MIR3125	0	0	0	0	0	0	0	0	0	0	1
MIR4425	0	0	0	0	0	0	0	0	0	0	0
MIR4671	0	0	0	0	0	0	0	0	0	0	0
RN7SL431P	0	0	0	0	0	0	0	0	0	0	0
MIR4513	0	0	0	2	0	0	2	0	0	0	1
MIR5007	0	0	0	0	0	0	0	0	0	0	0
MIR4465	0	0	0	0	0	0	0	0	0	0	0
RN7SL208P	6	6	2	2	5	0	2	14	2	0	6
MIR3193	1	0	0	0	0	0	0	0	0	0	0
MIR3180-5	0	0	0	0	0	0	0	0	0	0	0
MIR4736	0	0	0	0	0	0	0	0	0	0	0
RN7SL491P	0	0	0	4	0	0	0	0	0	0	0
MIR548AL	2	2	0	0	2	0	0	0	0	0	0
LINC02675	0	0	0	0	0	0	0	0	0	0	3
MIR3913-1	0	0	0	0	0	0	0	0	0	0	0
MIR548AP	0	0	0	0	0	0	0	0	0	0	0
MIR4470	0	0	0	2	0	0	0	0	0	0	0
MIR548AC	0	0	0	0	0	0	0	0	0	0	0
RN7SL718P	0	0	0	0	8	6	1	3	0	2	0
MYH4	0	0	0	0	0	0	0	2	0	0	0
MIR4653	2	11	2	3	0	2	0	1	3	0	0
MIR4283-1	0	0	0	0	0	0	0	0	0	0	0
MIR3183	0	0	0	0	0	0	0	0	0	0	0
RN7SL560P	0	0	0	0	0	0	0	0	0	0	0
SDHCP1	0	0	0	0	0	0	0	0	0	0	0
MIR378D2HG	17	6	0	1	18	3	6	14	9	2	5
MIR3648-2	0	0	0	0	0	0	0	0	0	0	0
LINC02837	0	0	0	0	0	0	0	0	0	0	0
MIR4520-1	0	0	0	0	0	0	0	0	0	0	0
MIR4794	0	0	0	0	0	0	1	0	1	0	0
MIR4656	0	0	0	0	0	0	0	0	0	0	0
MIR5682	0	0	0	0	0	0	0	0	0	0	0
MIR4714	8	0	0	0	6	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0	0	0
MIR5008	0	0	0	0	0	2	0	0	2	0	0
RN7SL697P	0	0	0	0	4	0	0	2	0	0	0
MIR4298	0	0	0	2	0	0	0	0	0	0	0
MIR4650-2	0	0	0	0	0	0	0	0	0	0	0
MIR3124	3	6	0	14	0	5	0	5	2	0	2
RN7SL731P	0	0	0	0	0	0	0	0	0	0	0
MIR3678	0	0	0	0	0	0	0	0	0	0	0
MIR5692A2	0	0	0	0	0	0	0	0	0	0	0
VSTM2B-DT	0	0	2	0	0	0	0	0	0	0	0
RN7SL596P	0	1	0	0	6	0	0	0	0	0	0
OTUD7B	1509	1258	1393	942	1260	2008	1098	1942	2028	2103	1480
MIR4778	0	0	0	0	0	0	0	0	0	0	0
DNAJB6P8	0	0	0	0	0	0	2	2	0	0	0
RN7SL25P	0	0	0	0	0	0	0	0	0	0	0
MIR378B	0	0	0	0	0	0	0	0	0	0	0
MIR5706	0	0	0	0	0	0	0	0	0	0	0
SUZ12P1	814	366	221	303	378	725	807	1188	841	161	722
MIR548AR	0	0	0	0	1	3	2	3	3	0	4
RN7SL405P	2	0	0	0	0	0	0	0	0	0	0
SNORD95	0	0	0	0	0	0	0	0	0	0	0
MIR4257	0	0	6	40	0	0	0	0	0	0	0
RN7SL793P	0	0	0	0	0	0	0	0	0	0	0
MIR3162	0	0	0	0	0	2	0	0	0	0	0
MIR4633	0	0	0	0	0	0	0	0	0	0	0
DYNAPP1	0	0	0	0	0	0	0	0	0	0	0
MIR23C	0	0	0	0	0	0	0	0	0	0	0
DCXR-DT	12	2	0	2	4	15	20	28	12	9	6
SNX19P3	0	0	0	0	0	0	0	0	0	0	0
MIR4529	0	0	0	0	0	0	0	2	0	0	0
MIR4296	0	0	0	0	0	1	0	0	0	0	0
RN7SL15P	0	0	6	7	0	0	0	2	0	0	0
LINC00526	132	52	16	92	92	100	128	186	155	90	120
MIR5692B	0	0	0	0	0	0	0	0	0	0	0
RN7SL326P	0	0	0	0	0	0	0	0	0	0	0
MIR4487	0	0	0	0	0	0	0	0	0	0	0
MIR4449	0	0	0	0	0	0	0	0	0	0	0
MAPT-AS1	0	2	0	6	2	0	0	0	0	0	0
RN7SL131P	0	0	0	0	0	0	0	0	0	0	0
MIR3159	0	0	0	2	0	0	0	0	0	0	0
MIR3173	0	1	0	0	0	0	0	0	0	0	1
MIR4685	0	0	0	0	1	0	0	0	0	0	1
RN7SL290P	0	0	0	0	0	0	0	0	0	0	0
MIR5588	0	2	0	0	0	0	0	3	0	0	0
RN7SL592P	0	0	0	0	0	0	0	0	0	0	0
MIR4755	2	0	0	0	0	4	0	0	0	0	0
RN7SL732P	0	14	0	0	2	0	0	0	0	0	0
MIR5591	0	0	0	0	0	0	0	0	0	0	0
MIR4796	0	0	0	0	0	0	0	0	0	0	0
PRKCA-AS1	4	0	0	0	0	0	0	2	0	2	0
MIR4271	0	0	0	0	0	0	0	0	0	0	0
MIR3152	0	0	0	0	0	0	0	0	0	0	0
KRT18P8	44	98	6	38	88	54	72	66	106	162	82
MIR5194	0	0	4	0	0	0	0	0	0	4	0
PPIAP54	0	0	0	1	0	4	4	5	2	0	0
MIR3171	0	0	0	0	0	0	0	0	0	0	0
MIR4798	0	0	0	0	0	0	0	0	0	0	0
MIR3200	0	0	0	0	0	0	0	0	0	0	0
KRT8P34	4	0	0	0	0	0	0	0	0	0	0
SEPTIN4-AS1	20	4	0	8	35	9	9	23	23	17	16
MIR4285	0	0	0	0	0	0	0	0	0	0	0
RN7SL204P	0	0	0	2	0	0	0	0	0	0	1
MIR3140	2	0	0	0	2	0	0	0	4	0	0
MIR4773-1	0	0	0	0	0	0	0	0	0	0	0
PRPF19P1	0	0	0	0	0	0	0	0	0	0	0
MTL3P	0	0	0	0	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0	0	0	0
LINC01912	0	0	0	0	0	0	0	0	0	0	0
MIR4752	0	0	0	0	0	0	0	0	0	0	0
RN7SL217P	0	0	0	0	0	0	0	0	0	0	0
L3MBTL4-AS1	24	0	10	6	6	3	12	12	36	32	4
MIR4504	0	0	0	0	0	0	0	0	0	0	0
KIAA0895LP1	30	8	2	14	12	18	16	37	7	10	45
NPY4R2	0	4	0	1	2	0	0	0	2	0	0
MIR3117	0	0	0	0	0	0	0	0	0	0	0
MIR3670-2	0	0	0	0	0	0	0	0	0	0	0
MIR3129	0	0	0	0	1	0	0	0	0	0	0
MIR4638	0	0	0	0	0	0	0	0	0	0	0
MIR4718	0	0	0	0	0	0	0	0	0	0	0
BDP1P	0	0	0	0	0	0	0	0	0	0	0
MIR4511	0	6	0	0	1	0	0	0	0	0	0
MIR4505	0	0	0	2	0	0	0	0	0	0	0
DPRXP4	4	8	16	6	9	16	8	10	4	4	8
MIR3689C	0	0	0	0	0	0	0	0	0	0	0
TTC39C-AS1	339	107	7	252	464	189	581	1538	1041	824	798
MIR3924	0	0	0	0	0	0	0	0	0	0	0
MIR3131	0	0	0	0	0	0	0	0	0	0	0
MIR3198-1	0	1	0	8	0	0	0	0	0	2	0
MIR3141	0	0	0	0	0	0	0	0	0	0	0
MIR4295	0	0	0	0	0	0	0	0	0	0	0
MIR4772	1	0	12	0	0	1	0	0	0	0	0
RN7SL237P	0	0	0	2	0	0	0	0	0	0	0
MAFG-AS1	0	1	9	5	0	0	0	4	0	3	0
MIR4420	2	0	1	30	0	0	0	0	0	0	0
PPIAP14	2	2	0	2	1	2	2	2	0	0	8
MIR4537	0	0	0	0	0	0	0	0	0	0	0
MIR3148	0	0	0	0	0	0	0	0	0	0	0
MIR4637	0	0	0	0	0	0	0	0	0	0	0
MIR4771-1	0	0	0	0	0	0	0	0	0	0	0
MIR5009	0	0	0	0	0	0	0	0	0	0	0
MIR4294	0	0	0	0	0	0	0	0	0	0	0
ERVFRD-3	0	0	0	0	0	0	0	2	0	0	0
MIR5191	0	0	0	0	0	0	0	0	0	0	0
MIR378C	0	0	0	0	0	0	0	0	0	0	0
MIR4441	8	0	0	0	0	0	0	0	0	0	0
MIR1273C	0	0	0	0	0	0	0	0	0	0	1
MIR3154	0	0	0	0	0	0	0	0	0	0	0
MIR5571	0	0	0	0	0	0	0	0	0	0	0
RN7SL468P	0	0	0	0	0	0	0	0	0	0	0
VN1R71P	0	0	0	0	2	0	0	0	0	0	0
RN7SL404P	0	0	2	0	6	0	0	0	0	0	0
MIR4310	0	0	0	0	0	0	0	0	0	0	0
MIR5696	0	0	0	1	0	0	0	0	0	0	0
DSG2-AS1	22	40	2	15	47	22	11	17	20	18	33
RN7SL45P	0	0	0	0	0	0	0	0	0	0	0
MIR3613	0	0	1	1	0	0	0	0	0	0	0
RN7SL690P	0	0	0	0	0	0	0	0	0	3	0
NOS2P4	0	0	0	0	0	0	0	0	0	0	0
MIR3921	0	0	0	0	0	0	0	0	0	0	0
MIR3616	0	0	0	2	0	0	0	0	1	2	3
MIR5701-3	0	0	0	0	0	0	0	0	0	0	0
MIR4494	0	1	0	0	0	0	0	0	0	0	0
PRELID3BP3	0	0	0	0	0	0	0	0	0	0	0
RN7SL525P	0	0	0	0	0	0	0	0	0	0	0
RN7SL230P	0	0	0	2	0	0	0	2	0	0	0
SP2-DT	327	236	124	261	255	564	417	691	558	1064	453
MIR4540	0	0	0	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0
MIR3138	2	2	0	0	0	0	0	2	0	0	1
RN7SL190P	0	0	0	0	0	0	0	0	0	0	0
MIR4265	0	0	0	0	0	0	0	0	0	0	0
SNORD3C	0	13	0	2	2	4	6	0	2	0	6
MIR4474	0	0	0	0	0	0	0	0	0	0	0
SH3GL1P2	2	2	0	0	0	0	0	10	4	2	0
MIR3181	0	3	0	0	0	0	0	0	0	0	0
PRR29-AS1	24	12	9	17	27	54	22	85	66	87	78
ALOX12P1	0	0	0	0	0	2	0	3	1	0	0
MIR4730	0	0	2	2	0	0	0	0	4	0	0
RN7SL440P	0	0	0	0	0	0	0	2	0	0	1
TWSG1-DT	38	37	4	30	27	3	8	27	12	23	6
MIR5094	0	0	0	0	0	0	0	0	2	0	0
WEE1P2	0	0	0	0	0	0	0	0	0	0	0
PRR13P4	0	0	0	0	0	0	2	0	0	0	0
MIR4789	0	0	0	0	0	0	0	0	0	0	0
MIR4431	0	0	0	0	0	0	0	0	0	0	0
RN7SL630P	0	0	0	0	0	0	4	0	0	0	0
MIR4436B1	0	0	0	0	0	0	0	0	0	0	0
MIR5691	0	0	0	0	0	0	0	0	0	0	0
MIR5092	0	0	0	0	0	0	0	0	0	0	0
SNORD92	0	0	0	0	0	0	0	1	0	0	0
MIR5089	0	0	0	0	0	0	0	0	0	0	0
MARCHF10-DT	4	0	4	0	2	0	0	10	0	6	2
MIR4780	0	0	0	0	0	0	0	0	0	0	0
MIR548W	0	0	0	0	0	0	0	0	0	0	0
MIR4327	0	0	0	0	0	0	0	0	0	0	0
MIR3160-1	0	0	0	0	0	0	0	0	0	0	0
AGAP12P	110	36	6	76	194	187	168	455	201	74	250
NCOR1P2	0	0	0	0	0	2	0	0	0	4	2
RN7SL262P	0	0	0	0	0	0	0	0	4	0	0
PMM2P1	0	0	0	0	0	0	0	0	0	0	0
RN7SL622P	0	0	0	0	2	1	0	0	0	0	0
MIR548S	0	0	0	2	0	0	0	0	0	0	0
MIR4765	0	0	0	0	0	0	0	0	0	0	0
PPY2P	0	0	0	0	0	0	0	0	0	0	0
MIR4692	0	0	0	0	0	0	0	0	0	0	0
MIR3622B	0	0	0	0	0	0	0	0	0	0	0
RN7SL664P	0	0	0	0	2	0	0	0	0	0	0
MIR3691	0	0	0	0	0	0	0	0	0	0	0
MIR4655	0	0	0	0	0	0	0	0	0	0	0
MIR4484	0	0	0	0	0	0	0	0	0	0	0
RN7SL246P	0	4	0	0	0	2	0	0	0	0	4
FTLP12	0	0	0	0	0	0	0	0	0	0	0
C1QTNF1-AS1	0	4	8	0	6	0	0	0	0	0	0
RBM22P1	0	0	0	0	0	0	2	0	0	0	0
MIR4510	0	10	0	0	6	0	0	0	0	0	0
MIR3942	4	19	0	3	0	7	0	7	4	0	3
GJA5	4	0	0	1	4	2	0	0	2	0	2
MIR4731	0	0	0	0	0	0	0	0	0	0	0
MIR3153	3	0	0	6	0	0	0	0	0	0	0
RN7SL200P	0	2	0	0	2	0	0	0	0	2	0
MIR3190	0	0	0	0	0	0	0	0	0	0	0
MIR5687	0	0	0	0	2	0	0	0	2	0	0
MIR3192	0	0	0	0	0	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0	0	0	0	0	0
RN7SL451P	0	2	0	0	4	0	0	0	0	0	0
MIR133A1HG	26	75	26	12	40	19	13	57	21	10	25
MIR548AM	0	0	0	0	0	0	0	0	0	0	0
SNORD53	0	0	0	0	0	0	0	0	0	0	0
TSPOAP1-AS1	110	22	36	62	75	124	91	243	97	64	88
MIR151B	0	4	0	0	0	0	0	0	0	0	0
LRRC37A7P	73	25	0	36	55	45	31	119	21	54	17
MIR5003	0	0	0	0	0	0	0	0	0	0	0
CDRT8	0	0	0	0	0	0	0	0	0	0	0
MIR2681	0	0	0	0	0	0	0	0	0	0	2
MIR4307	0	0	0	0	0	0	0	0	0	0	0
RN7SL667P	0	4	0	0	0	0	0	0	0	0	0
MIR4262	0	0	0	0	0	0	0	0	0	0	0
MIR3202-1	0	0	0	0	0	0	0	0	0	0	0
MIR4728	1	2	0	0	0	0	0	0	0	0	0
MIR4790	0	0	0	0	0	0	0	0	0	0	0
MIR4674	0	0	0	0	0	0	0	0	0	0	0
SRP72P1	0	0	0	1	7	0	0	3	0	0	0
SNORD3B-1	3	33	12	11	3	2	8	14	3	11	10
ANXA8	746	1784	854	910	927	1429	67	475	841	62	1460
MIR3923	0	0	0	0	0	0	0	0	0	0	0
MIR4312	0	3	0	1	0	0	0	0	0	0	0
MIR4677	0	2	0	0	0	2	0	0	8	2	2
RBP3	0	0	0	0	6	4	0	2	0	0	4
MIR142HG	409	146	487	697	27	195	24	31	221	52	19
MIR4486	0	0	0	0	0	0	0	0	0	0	0
MIR3684	0	0	0	0	0	0	0	0	0	0	0
MIR4283-2	0	0	0	0	0	0	0	0	0	0	0
MIR4269	0	3	0	1	2	5	0	1	0	0	0
MIR548AI	0	0	0	0	0	0	0	0	0	0	0
MIR4699	0	0	0	0	0	0	0	0	0	0	0
SNORD84	0	0	0	0	0	0	0	0	0	0	0
MIR3142	0	0	0	0	0	0	0	0	0	0	0
RBM8A	4645	4577	2230	2925	3404	4227	2977	5532	4478	5256	3078
IGLJCOR18	0	0	0	0	0	0	0	0	0	0	0
MIR4472-1	0	0	0	0	0	0	0	0	0	0	0
MIR4288	0	0	0	0	0	0	0	0	0	0	0
MIR3132	1	0	0	0	0	0	0	0	0	0	0
MIR4446	0	0	0	0	0	0	0	0	0	0	0
MIR4686	0	0	0	0	0	0	0	0	0	0	0
RN7SL74P	0	16	0	0	18	0	0	2	0	0	2
TRMT112P3	0	0	0	0	0	0	2	0	0	0	0
RN7SL693P	0	0	0	1	1	4	0	2	1	4	0
PGDP1	8	12	0	10	2	2	0	0	0	4	0
CLUHP6	0	0	0	0	0	2	0	0	4	0	0
MIR3935	0	0	0	0	0	0	0	0	0	0	0
MIR4770	0	0	0	0	0	0	0	0	0	0	0
MIR4710	0	0	0	0	0	0	0	0	0	0	0
ARGFXP2	0	2	8	2	0	4	0	2	0	0	0
FEM1AP2	0	0	0	0	0	0	0	0	0	0	0
MIR548AD	0	0	0	0	0	0	0	0	0	0	0
MIR3650	0	0	0	0	0	0	0	0	0	0	0
MIR3195	0	0	0	0	0	0	0	0	0	0	0
LINC01476	6	29	12	0	12	1	0	2	0	1	4
RN7SL199P	0	0	0	0	0	0	0	0	1	0	1
RN7SL847P	0	0	0	0	4	0	0	0	0	0	0
MIR4263	4	0	12	7	2	10	3	1	4	2	5
MIR3118-2	0	0	0	0	0	0	0	0	0	0	0
RN7SL411P	0	0	0	0	0	2	2	0	2	1	0
MIR548AB	0	0	0	0	0	0	0	0	0	0	0
MIR4524B	0	0	0	0	0	0	0	0	0	0	0
MIR3137	0	0	0	0	0	0	0	0	0	0	0
OR4K7P	0	0	0	0	0	0	0	0	0	0	0
MIR5188	22	35	44	38	9	5	0	2	29	4	3
MIR4291	0	0	0	0	0	0	0	0	0	0	0
LINC01899	0	0	0	0	0	0	0	0	0	0	0
TIMM23	4683	3030	1245	2526	3567	4872	4041	6593	5294	5072	4090
MIR3136	0	0	0	0	2	0	0	2	0	0	0
MIR4493	0	0	0	0	0	0	0	0	0	0	0
GLUD1P2	11	3	5	2	20	14	9	54	15	5	35
MIR4476	0	0	0	0	0	0	0	0	0	0	0
PCAT18	3	0	7	0	0	0	14	2	6	2	22
MIR4682	2	0	0	0	0	0	0	0	0	0	0
MIR4675	0	0	0	0	0	1	0	0	0	0	0
MIR3180-2	0	0	0	0	0	0	0	0	0	0	0
LINC01908	49	4	3	36	54	54	38	52	73	43	51
MIR4679-2	0	0	0	0	0	0	0	0	0	0	0
MIR466	0	0	0	0	0	0	0	0	0	0	0
RN7SL219P	0	0	0	0	0	0	0	0	0	0	0
RN7SL391P	0	0	0	0	0	4	1	0	0	0	0
MIR4999	0	0	0	0	0	0	0	0	3	0	0
MIR4252	0	0	0	0	0	0	3	0	0	0	0
MIR3944	0	2	2	6	2	0	0	0	0	0	0
MIR3128	0	0	0	0	0	0	0	0	0	0	0
RSL24D1P9	0	0	0	0	0	2	0	0	0	0	0
MIR4324	0	0	0	0	0	0	0	1	0	0	0
RN7SL656P	0	0	0	0	0	0	0	0	1	0	2
PRR11-AS1	0	0	0	0	0	0	0	0	0	0	0
MIR4261	0	0	0	0	0	0	0	0	0	0	0
MIR4779	0	0	0	0	0	0	0	0	0	0	0
MIR4684	0	0	0	0	0	0	0	0	0	0	0
MIR4652	0	0	0	0	0	0	0	0	0	4	0
MIR4782	1	3	0	0	0	0	0	0	0	0	0
MIR4308	0	0	0	0	0	0	0	0	0	0	0
MIR4447	0	0	0	0	0	0	0	0	0	0	0
MIR3121	0	0	0	0	0	0	0	0	0	0	0
RN7SL811P	0	0	0	0	0	0	0	0	0	0	0
MIR3941	0	0	0	0	0	0	0	0	0	0	0
MIR4733	0	0	0	0	0	0	0	0	0	0	0
MIR4502	0	0	0	0	0	0	0	2	0	3	0
CLASP1-AS1	12	30	7	13	7	13	8	6	8	2	18
MIR3682	161	129	7	55	105	69	99	237	199	63	122
MIR3672	0	0	0	0	0	0	0	0	0	0	0
NARF-AS2	53	22	57	96	49	83	57	89	54	63	105
MIR3680-1	0	0	0	0	0	0	0	0	0	0	0
MIR4768	30	21	0	0	62	18	30	69	85	18	33
POLR3KP2	0	0	0	0	0	0	0	0	0	0	0
MIR548AQ	1	1	0	0	1	0	0	0	0	0	5
FAM32DP	0	0	0	0	0	0	0	0	0	0	0
DTX2P1-UPK3BP1-PMS2P11	5	24	6	39	11	7	14	9	29	96	13
KRT18P55	0	2	0	0	0	4	4	0	4	6	0
MIR4443	0	0	0	0	0	0	0	0	0	0	0
LINC01915	0	0	0	0	0	0	0	0	0	0	0
RN7SL518P	0	0	0	0	0	0	0	0	0	0	0
ARHGAP44-AS1	0	0	0	0	0	2	0	6	1	6	2
RNF115	3245	2135	746	1484	1999	3853	3174	4967	4097	2632	2503
MIR3156-2	0	0	0	0	0	0	0	0	0	0	0
MIR1269B	0	0	0	0	0	0	0	0	0	0	0
MIR4435-1	0	0	0	0	0	0	0	0	0	0	0
MIR4436A	0	0	0	0	0	0	0	0	0	0	0
LINC01892	0	0	0	0	0	0	0	0	0	0	0
MIR548V	0	0	0	1	1	2	0	0	0	0	0
MIR5697	0	0	0	0	0	0	0	0	0	0	0
MIR4304	0	0	0	0	0	0	0	0	0	0	0
MIR5690	1	0	0	0	2	0	1	0	0	0	0
FCGR1CP	389	29	148	297	11	64	3	15	37	2	5
DSEL-AS1	0	0	0	0	0	0	0	6	0	0	4
RN7SL475P	4	11	0	35	4	54	93	298	64	2	115
MIR3180-1	0	0	0	0	0	0	0	0	0	0	0
MIR4421	0	0	0	0	0	0	0	0	0	0	0
MIR3164	0	0	0	0	0	0	0	0	0	0	0
H3P41	0	0	0	0	0	0	0	0	0	0	0
ELOCP27	0	0	0	0	0	4	4	0	0	0	0
LINC01903	0	0	0	0	3	0	0	0	0	0	0
MIR3918	0	0	0	0	0	0	0	0	0	0	0
RN7SL652P	0	0	0	0	0	0	0	0	0	0	0
MIR1268B	0	3	0	2	1	0	0	2	1	8	0
PIGPP4	0	0	0	0	0	0	0	0	0	0	0
MIR3143	0	6	0	0	0	0	0	0	0	0	0
RN7SL605P	0	0	0	8	0	0	0	0	0	0	0
WDR45BP1	0	0	8	2	4	0	0	2	0	0	2
MIR3978	0	0	0	0	0	0	0	0	0	0	0
MIR5708	0	0	0	0	0	0	0	0	0	0	0
CFAP298-TCP10L	76	14	10	27	58	12	43	49	106	47	46
NPM1P45	0	0	0	0	0	0	0	0	0	0	0
MIR4756	0	0	0	0	0	0	0	0	0	0	0
MIR3659	0	0	0	0	0	0	0	0	0	0	0
MIR5707	0	0	0	1	0	2	0	0	0	0	0
MIR4471	0	0	0	0	0	0	0	0	0	0	0
MIR4695	0	0	0	0	0	0	0	0	0	0	0
MIR4539	0	0	0	0	0	0	0	0	0	0	0
MIR548AG2	0	0	0	0	0	0	0	0	0	0	0
MIR3139	0	0	0	0	0	0	0	0	0	0	0
BNIP3P3	0	0	0	0	0	0	0	0	0	0	0
MIR3612	0	0	0	0	0	0	0	0	0	0	0
MIR3929	0	0	0	0	0	0	0	0	0	0	0
TUFMP1	0	4	0	2	4	2	0	0	4	14	0
RN7SL279P	0	0	0	0	0	0	0	0	0	0	0
MIR548AK	0	0	0	0	0	0	0	0	0	0	0
MIR3151	0	0	0	0	0	0	0	0	0	0	0
MIR3690	0	0	23	2	0	0	0	0	0	0	0
MIR4664	0	0	6	2	0	0	0	0	0	2	0
RARA-AS1	327	167	441	630	94	172	74	121	135	145	107
MIR548AJ1	0	0	0	0	0	0	0	0	0	0	0
MIR4508	0	0	0	0	0	0	0	0	0	0	0
RN7SL708P	0	0	0	0	0	0	0	0	0	0	0
RPL17	210	173	100	166	175	168	92	187	111	170	166
MIR4267	0	0	0	0	0	0	0	0	0	0	0
SYPL1P2	10	6	2	1	16	4	7	6	12	18	4
RN7SL378P	0	0	0	0	0	0	0	0	0	4	2
MILIP	140	66	22	146	248	78	118	364	242	1015	138
MIR4460	0	0	0	0	0	0	0	0	0	0	0
LINC01970	18	12	22	94	9	95	48	81	60	88	89
MIR4774	0	0	0	0	0	0	0	0	1	0	0
LARP7P3	0	8	0	0	0	0	0	0	0	0	0
MIR548AE2	0	0	0	0	0	0	0	0	0	0	0
SNORD53B	0	0	0	0	0	0	0	0	0	0	0
MIR4681	0	0	0	0	0	0	0	0	0	0	0
