Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0151480,Anti-nuclear factor positive,,-2,6.8,3.9,30337,35,380,3,0.79,0.45,2022|3559|5771,ENG|IL2RA|PTPN2,-0.28,MyList
COVID,200,COVID014,RNA_Blanco-Melo_A549-low-MOI_Up,,-2,6.8,3.9,30337,35,380,3,0.79,0.45,3665|9830|84875,IRF7|TRIM14|PARP10,-0.28,MyList
DisGeNET,35,C0424101,Inattention,,-2,4.8,3.5,30337,66,380,4,1.1,0.52,1312|10458|23352|130497,COMT|BAIAP2|UBR4|OSR1,-0.28,MyList
DisGeNET,35,C0085281,Addictive Behavior,,-2,2.4,2.9,30337,332,380,10,2.6,0.82,240|1312|3090|5293|5595|5725|6886|7022|11156|130497,ALOX5|COMT|HIC1|PIK3CD|MAPK3|PTBP1|TAL1|TFAP2C|PTP4A3|OSR1,-0.28,MyList
DisGeNET,35,C0149678,Epstein-Barr Virus Infections,,-2,2.3,2.9,30337,384,380,11,2.9,0.86,1969|3315|3559|3665|3689|4155|5133|5293|6382|7161|148641,EPHA2|HSPB1|IL2RA|IRF7|ITGB2|MBP|PDCD1|PIK3CD|SDC1|TP73|SLC35F3,-0.27,MyList
DisGeNET,35,C0266449,Congenital anomaly of brain,,-2,3.9,3.3,30337,103,380,5,1.3,0.58,4774|4784|5048|23327|23499,NFIA|NFIX|PAFAH1B1|NEDD4L|MACF1,-0.27,MyList
DisGeNET,35,C1849265,Overgrowth,,-2,3.9,3.3,30337,103,380,5,1.3,0.58,1788|3339|4784|5048|5395,DNMT3A|HSPG2|NFIX|PAFAH1B1|PMS2,-0.27,MyList
DisGeNET,35,C0003507,Aortic Valve Stenosis,,-2,2.7,3,30337,234,380,8,2.1,0.74,240|2022|4053|5293|6382|6649|9469|23498,ALOX5|ENG|LTBP2|PIK3CD|SDC1|SOD3|CHST3|HAAO,-0.27,MyList
DisGeNET,35,C0085215,"Ovarian Failure, Premature",,-2,2.4,2.9,30337,333,380,10,2.6,0.82,1312|3625|5293|5595|9536|10603|11332|64506|164045|342977,COMT|INHBB|PIK3CD|MAPK3|PTGES|SH2B2|ACOT7|CPEB1|HFM1|NANOS3,-0.27,MyList
DisGeNET,35,C0279680,Transitional cell carcinoma of bladder,,-2,2.4,2.9,30337,333,380,10,2.6,0.82,575|2956|4035|5293|5578|5595|6382|79026|79719|119391,ADGRB1|MSH6|LRP1|PIK3CD|PRKCA|MAPK3|SDC1|AHNAK|AAGAB|GSTO2,-0.27,MyList
DisGeNET,35,C4721698,Metastatic Renal Cell Carcinoma,,-2,3.3,3.2,30337,144,380,6,1.6,0.64,1969|3559|5133|5293|9825|153090,EPHA2|IL2RA|PDCD1|PIK3CD|SPATA2|DAB2IP,-0.27,MyList
DisGeNET,35,C1257925,"Mammary Carcinoma, Animal",,-2,3.3,3.2,30337,144,380,6,1.6,0.64,832|1312|2052|5154|5725|9902,CAPZB|COMT|EPHX1|PDGFA|PTBP1|MRC2,-0.27,MyList
DisGeNET,35,C0494463,"Alzheimer Disease, Late Onset",,-2,2.3,2.8,30337,385,380,11,2.9,0.86,240|435|1269|1312|1788|4035|5048|11332|79661|80213|161882,ALOX5|ASL|CNR2|COMT|DNMT3A|LRP1|PAFAH1B1|ACOT7|NEIL1|TM2D3|ZFPM1,-0.27,MyList
TRRUST,34,TRR01158,Regulated by: RELA,,-2,2.4,2.9,30337,334,380,10,2.6,0.82,240|1999|2034|3559|3665|6382|9536|9612|51343|342977,ALOX5|ELF3|EPAS1|IL2RA|IRF7|SDC1|PTGES|NCOR2|FZR1|NANOS3,-0.27,MyList
DisGeNET,35,C0858617,Posterior subcapsular cataract,,-2,4.8,3.5,30337,67,380,4,1.1,0.52,1969|5293|5595|55229,EPHA2|PIK3CD|MAPK3|PANK4,-0.26,MyList
